id_student,code_module,code_presentation,total_clicks,promedio_clicks,interacciones,max_click_dia
409662,BBB,2013B,1051,3.184848484848485,330,38
409663,FFF,2013B,131,2.847826086956522,46,12
409698,BBB,2013J,159,2.409090909090909,66,10
409703,AAA,2014J,2808,4.0519480519480515,693,64
409708,BBB,2014J,607,2.9323671497584543,207,60
409733,CCC,2014J,1870,3.3938294010889294,551,110
409766,DDD,2013B,15,1.6666666666666667,9,4
409794,DDD,2013J,18,1.2857142857142858,14,3
409852,CCC,2014J,1191,3.383522727272727,352,75
409880,DDD,2013B,191,2.4805194805194803,77,11
409880,DDD,2013J,1925,2.1223814773980156,907,24
409930,BBB,2013J,417,2.9785714285714286,140,15
409945,BBB,2013J,464,2.2524271844660193,206,12
409949,FFF,2014B,403,2.56687898089172,157,29
409953,CCC,2014J,789,2.457943925233645,321,59
409953,DDD,2013J,859,1.9303370786516854,445,16
410043,GGG,2014J,204,2.7945205479452055,73,18
410052,BBB,2013J,449,2.413978494623656,186,14
410084,DDD,2013J,101,2.58974358974359,39,10
410092,AAA,2014J,339,3.3564356435643563,101,16
410176,CCC,2014J,169,2.0864197530864197,81,19
410199,FFF,2014B,5385,4.428453947368421,1216,84
410203,CCC,2014B,1749,3.7857142857142856,462,84
410281,BBB,2013J,951,2.4895287958115184,382,17
410357,BBB,2013J,1989,2.5664516129032258,775,29
410407,CCC,2014B,5647,4.554032258064516,1240,94
410407,FFF,2014J,6389,4.596402877697842,1390,154
410537,BBB,2013J,318,2.4461538461538463,130,13
410573,GGG,2013J,456,2.4516129032258065,186,28
410587,EEE,2014J,2023,3.8829174664107486,521,44
410592,EEE,2014J,3940,4.707287933094385,837,95
410666,FFF,2014B,1992,4.397350993377484,453,160
410699,CCC,2014B,550,2.8795811518324608,191,39
410739,BBB,2013B,757,2.4340836012861735,311,15
410767,DDD,2013J,1549,2.5146103896103895,616,27
410767,DDD,2014J,7626,3.752952755905512,2032,36
410810,EEE,2014B,1367,3.569190600522193,383,59
410816,DDD,2014B,473,2.111607142857143,224,42
410838,FFF,2013J,3935,3.7017873941674506,1063,185
410842,BBB,2013J,485,2.3891625615763545,203,19
410874,FFF,2013B,1023,3.5397923875432524,289,80
410883,FFF,2014J,1853,4.863517060367454,381,103
410886,CCC,2014B,433,5.280487804878049,82,23
410886,DDD,2013B,3948,3.2387202625102542,1219,37
411001,DDD,2013B,151,2.6964285714285716,56,21
411013,FFF,2013B,2669,3.0962877030162415,862,75
411060,DDD,2014B,1637,2.308885754583921,709,27
411105,BBB,2014J,64,1.6842105263157894,38,5
411105,GGG,2013J,518,3.06508875739645,169,17
411150,BBB,2014J,101,2.2444444444444445,45,12
411197,BBB,2013B,104,1.6507936507936507,63,7
411226,BBB,2013J,118,2.0701754385964914,57,9
411304,FFF,2014J,2628,3.6,730,106
411381,EEE,2013J,15,3.0,5,10
411381,EEE,2014B,114,3.9310344827586206,29,20
411549,CCC,2014J,3378,5.04932735426009,669,145
411549,DDD,2014J,1050,2.015355086372361,521,14
411553,FFF,2013B,895,3.925438596491228,228,53
411619,EEE,2014J,3313,3.601086956521739,920,63
411642,BBB,2013J,298,1.9225806451612903,155,16
411707,DDD,2013J,986,1.878095238095238,525,18
411730,DDD,2013J,154,2.4838709677419355,62,9
411895,BBB,2014B,24,1.6,15,7
411939,FFF,2013J,394,4.4772727272727275,88,44
411939,FFF,2014B,36,2.5714285714285716,14,15
411971,AAA,2014J,1318,3.9698795180722892,332,22
412025,FFF,2013B,922,4.4326923076923075,208,61
412063,DDD,2013B,429,2.568862275449102,167,19
412081,BBB,2014J,497,3.6814814814814816,135,45
412102,FFF,2013B,3527,4.919107391910739,717,84
412175,DDD,2013J,531,1.8122866894197953,293,12
412258,CCC,2014B,2261,2.3850210970464136,948,51
412263,FFF,2013B,1673,4.807471264367816,348,165
412268,CCC,2014B,787,3.820388349514563,206,32
412284,CCC,2014B,851,2.8366666666666664,300,43
412304,CCC,2014J,506,2.941860465116279,172,54
412307,FFF,2013B,4091,4.239378238341969,965,66
412343,BBB,2014J,228,2.7804878048780486,82,38
412353,FFF,2014J,7075,4.015323496027242,1762,67
412387,FFF,2014B,197,2.4936708860759493,79,15
412407,BBB,2013B,1204,3.3076923076923075,364,23
412600,CCC,2014J,399,2.7708333333333335,144,37
412600,DDD,2014B,176,2.0952380952380953,84,11
412618,DDD,2013J,1448,2.302066772655008,629,35
412654,BBB,2013B,352,2.6466165413533833,133,19
412663,CCC,2014J,1703,3.2314990512333965,527,67
412663,DDD,2014B,968,2.1655480984340043,447,14
412695,FFF,2014B,3504,4.196407185628742,835,183
412697,FFF,2013J,3081,3.430957683741648,898,92
412717,DDD,2014J,1401,1.937759336099585,723,13
412731,DDD,2013B,1786,2.9766666666666666,600,29
412754,DDD,2013B,1,1.0,1,1
412772,DDD,2013B,1019,2.7841530054644807,366,24
412911,EEE,2013J,908,3.965065502183406,229,66
413052,BBB,2013J,265,3.486842105263158,76,16
413083,CCC,2014B,1065,1.9293478260869565,552,48
413087,CCC,2014J,1036,4.0627450980392155,255,152
413087,DDD,2014J,165,1.32,125,6
413137,FFF,2013J,483,3.2635135135135136,148,54
413180,FFF,2014J,2395,5.595794392523365,428,238
413200,CCC,2014J,350,2.7131782945736433,129,27
413200,FFF,2014B,1449,3.8951612903225805,372,106
413580,DDD,2013B,482,2.398009950248756,201,22
413629,DDD,2014B,332,2.515151515151515,132,18
413702,EEE,2013J,314,4.243243243243243,74,56
413705,FFF,2013B,62,2.0,31,7
413709,FFF,2014J,2449,3.988599348534202,614,152
413747,FFF,2013J,1095,4.040590405904059,271,83
413891,EEE,2014B,667,4.940740740740741,135,83
413934,DDD,2013B,1478,3.5443645083932855,417,79
413949,FFF,2014J,4607,3.917517006802721,1176,103
413984,BBB,2013B,508,2.514851485148515,202,16
414028,BBB,2013J,1831,2.332484076433121,785,20
414077,DDD,2013J,231,2.40625,96,11
414094,DDD,2014J,795,2.4164133738601823,329,32
414117,AAA,2013J,807,2.5062111801242235,322,23
414247,DDD,2013J,1130,2.634032634032634,429,21
414258,FFF,2013B,1330,3.05045871559633,436,46
414258,FFF,2014B,4019,4.7788347205707495,841,142
414304,DDD,2013B,2231,2.311917098445596,965,21
414350,BBB,2013J,5410,4.317637669592977,1253,116
414495,BBB,2013J,1427,2.9063136456211813,491,28
414587,DDD,2013B,628,1.7840909090909092,352,11
414633,GGG,2014J,1132,2.9250645994832043,387,36
414668,GGG,2014B,944,4.627450980392157,204,160
414696,GGG,2014B,867,4.870786516853933,178,91
414758,DDD,2013B,479,3.1103896103896105,154,31
414772,CCC,2014J,405,2.4107142857142856,168,30
414803,DDD,2013B,448,2.531073446327684,177,18
414958,BBB,2013B,385,2.566666666666667,150,16
414963,DDD,2014J,1457,2.171385991058122,671,20
415023,CCC,2014J,7,1.75,4,3
415151,DDD,2013J,322,2.2054794520547945,146,16
415151,DDD,2014B,250,1.8248175182481752,137,10
415187,DDD,2013J,97,2.6944444444444446,36,13
415216,BBB,2013J,240,1.702127659574468,141,14
415307,GGG,2014J,27,2.7,10,6
415399,GGG,2014B,157,2.6610169491525424,59,24
415546,BBB,2013J,223,2.1650485436893203,103,11
415631,CCC,2014J,513,4.384615384615385,117,56
415695,DDD,2013B,2635,3.2896379525593007,801,33
415695,DDD,2014B,428,3.658119658119658,117,21
415716,BBB,2013B,885,2.595307917888563,341,18
415724,FFF,2013J,911,3.615079365079365,252,51
415760,BBB,2013B,205,1.9902912621359223,103,10
415812,DDD,2013B,342,2.150943396226415,159,26
415818,GGG,2014B,252,2.3551401869158877,107,12
415952,FFF,2013B,1963,5.3780821917808215,365,78
415969,AAA,2013J,1359,4.575757575757576,297,38
415969,AAA,2014J,58,1.4871794871794872,39,4
415988,FFF,2013B,2628,3.8533724340175954,682,87
416007,BBB,2013B,1387,2.6368821292775664,526,21
416008,DDD,2013B,831,2.1984126984126986,378,14
416008,DDD,2014B,703,2.149847094801223,327,14
416199,FFF,2014J,4793,4.920944558521561,974,237
416229,FFF,2013B,3188,4.58705035971223,695,88
416243,DDD,2013J,808,2.573248407643312,314,29
416276,DDD,2014J,1734,3.7695652173913046,460,47
416284,CCC,2014J,298,3.348314606741573,89,74
416302,FFF,2014B,7970,6.463909164639092,1233,118
416304,FFF,2013J,4037,4.426535087719298,912,102
416314,BBB,2013B,344,2.819672131147541,122,19
416355,GGG,2013J,673,3.204761904761905,210,42
416407,FFF,2014J,3022,4.578787878787879,660,94
416420,EEE,2013J,2955,4.3201754385964914,684,69
416500,CCC,2014B,178,3.63265306122449,49,44
416500,DDD,2013J,818,4.029556650246305,203,30
416654,BBB,2013B,2113,2.069539666993144,1021,18
416689,CCC,2014B,1126,4.281368821292776,263,86
416689,EEE,2014B,11,2.75,4,7
416696,FFF,2013B,1217,4.043189368770764,301,54
416696,FFF,2013J,62,2.3846153846153846,26,8
416700,GGG,2014J,770,3.2083333333333335,240,30
416725,FFF,2013B,5533,4.9401785714285715,1120,111
416860,CCC,2014B,446,2.6867469879518073,166,33
416860,CCC,2014J,821,3.0634328358208953,268,34
417096,GGG,2014B,1462,3.8779840848806364,377,42
417135,FFF,2013J,137,2.537037037037037,54,16
417184,FFF,2014B,3664,5.138849929873773,713,72
417220,GGG,2013J,18,2.25,8,5
417242,DDD,2013B,963,2.0576923076923075,468,39
417263,BBB,2014B,868,2.9523809523809526,294,21
417410,DDD,2013B,90,1.875,48,8
417414,FFF,2013J,2886,3.8894878706199463,742,67
417462,BBB,2013B,16,1.6,10,3
417522,CCC,2014J,1471,3.6683291770573567,401,87
417547,EEE,2014B,1280,4.23841059602649,302,76
417657,BBB,2013J,233,2.284313725490196,102,14
417663,FFF,2013J,1555,3.1162324649298596,499,64
417684,BBB,2014B,806,2.28328611898017,353,25
417724,CCC,2014J,1523,5.009868421052632,304,81
417724,EEE,2013J,1437,3.947802197802198,364,56
417785,BBB,2013J,2,1.0,2,1
417820,CCC,2014B,384,3.226890756302521,119,73
417863,FFF,2013B,62,2.6956521739130435,23,14
417971,BBB,2014J,537,3.1403508771929824,171,32
417974,DDD,2013B,203,2.506172839506173,81,25
417978,BBB,2014J,324,5.491525423728813,59,69
417986,BBB,2014J,1824,4.997260273972603,365,352
418007,FFF,2013J,2548,3.7415565345080766,681,84
418032,GGG,2013J,941,6.190789473684211,152,41
418035,EEE,2014J,1347,3.261501210653753,413,80
418065,BBB,2013B,122,2.975609756097561,41,14
418077,BBB,2014J,999,3.254071661237785,307,37
418122,DDD,2013B,724,2.248447204968944,322,16
418129,FFF,2013J,20,1.3333333333333333,15,3
418159,DDD,2013J,419,2.1377551020408165,196,17
418201,FFF,2014J,2558,4.519434628975265,566,188
418216,EEE,2014J,1535,3.358862144420131,457,71
418218,FFF,2014B,3878,4.758282208588957,815,310
418224,CCC,2014B,1860,4.2465753424657535,438,99
418325,BBB,2013B,1698,3.6594827586206895,464,39
418340,FFF,2013J,229,2.9358974358974357,78,17
418397,CCC,2014J,2425,2.8766310794780545,843,66
418397,DDD,2013J,1728,1.9393939393939394,891,33
418453,DDD,2014B,1874,2.171494785631518,863,24
418486,FFF,2014J,2,1.0,2,1
418490,DDD,2013B,4071,2.4275491949910553,1677,65
418623,CCC,2014B,2529,5.708803611738149,443,161
418634,FFF,2013B,5301,4.872242647058823,1088,86
418731,AAA,2014J,127,1.7887323943661972,71,11
418781,DDD,2014B,723,2.527972027972028,286,24
418851,DDD,2014J,64,3.2,20,9
418900,EEE,2013J,1089,4.018450184501845,271,61
418956,DDD,2013B,1443,2.4836488812392425,581,41
418971,CCC,2014B,520,2.937853107344633,177,29
418971,CCC,2014J,211,2.318681318681319,91,21
418998,FFF,2013B,1991,4.4842342342342345,444,92
419024,CCC,2014J,833,5.1419753086419755,162,62
419024,FFF,2013J,6785,5.063432835820896,1340,122
419059,FFF,2014J,4353,4.520249221183801,963,216
419081,FFF,2014J,661,3.672222222222222,180,34
419192,DDD,2013J,270,1.6363636363636365,165,10
419223,EEE,2013J,2443,5.404867256637168,452,70
419228,FFF,2013B,203,2.7432432432432434,74,18
419233,CCC,2014B,129,2.63265306122449,49,23
419273,DDD,2013B,1199,3.6006006006006004,333,56
419284,FFF,2014B,4423,5.380778588807786,822,103
419375,BBB,2013J,2611,2.990836197021764,873,37
419517,DDD,2013J,1134,2.594965675057208,437,17
419536,CCC,2014B,174,3.3461538461538463,52,40
419565,FFF,2013B,2433,5.006172839506172,486,74
419565,FFF,2013J,194,6.0625,32,42
419791,FFF,2013B,3402,4.764705882352941,714,110
419913,DDD,2014J,2782,2.662200956937799,1045,26
419924,BBB,2014J,1047,4.221774193548387,248,109
419946,FFF,2013B,1311,4.56794425087108,287,78
419990,FFF,2013J,3713,4.7786357786357785,777,110
420042,CCC,2014J,1819,3.6599597585513077,497,51
420042,FFF,2014B,5506,4.345698500394633,1267,73
420087,AAA,2013J,342,2.4963503649635035,137,13
420096,FFF,2013B,174,3.625,48,23
420141,DDD,2014J,1181,2.0828924162257496,567,15
420163,BBB,2013J,747,2.7163636363636363,275,57
420173,EEE,2013J,2510,4.9604743083003955,506,71
420333,EEE,2014B,2248,4.782978723404256,470,124
420344,DDD,2014J,1664,2.4221251819505096,687,32
420345,CCC,2014B,649,2.726890756302521,238,55
420388,DDD,2013B,1514,2.670194003527337,567,33
420528,CCC,2014B,2229,2.6790865384615383,832,54
420560,DDD,2014J,812,2.475609756097561,328,23
420604,BBB,2013B,119,2.2452830188679247,53,9
420631,BBB,2014J,1255,3.5451977401129944,354,38
420650,DDD,2013J,138,2.875,48,22
420663,BBB,2014B,251,1.992063492063492,126,10
420673,FFF,2013B,5747,5.645383104125736,1018,141
420699,FFF,2013B,4615,3.252290345313601,1419,62
420720,FFF,2013B,2173,4.398785425101215,494,76
420724,BBB,2013J,225,3.1690140845070425,71,15
420745,DDD,2014J,11,2.2,5,4
420762,DDD,2014J,950,1.881188118811881,505,19
420834,FFF,2014J,1283,3.773529411764706,340,54
420867,FFF,2013J,2309,4.891949152542373,472,77
420894,FFF,2013B,3459,4.088652482269503,846,92
420935,CCC,2014B,8504,4.247752247752247,2002,80
421018,BBB,2013J,151,2.1884057971014492,69,10
421070,FFF,2013J,664,2.951111111111111,225,53
421070,FFF,2014J,319,3.19,100,43
421111,CCC,2014J,202,3.014925373134328,67,51
421111,EEE,2014B,1104,4.697872340425532,235,94
421179,FFF,2014B,928,3.6535433070866143,254,66
421185,DDD,2014J,653,2.56078431372549,255,29
421205,BBB,2013B,225,2.1226415094339623,106,9
421209,CCC,2014B,2055,5.282776349614396,389,115
421301,DDD,2013J,497,2.3554502369668247,211,16
421326,BBB,2014B,83,2.59375,32,10
421455,AAA,2014J,1472,2.633273703041145,559,32
421712,CCC,2014B,293,3.4069767441860463,86,64
421754,DDD,2014B,95,1.9791666666666667,48,7
421877,DDD,2014B,56,1.8666666666666667,30,8
421992,BBB,2014B,719,3.907608695652174,184,28
421999,GGG,2013J,424,2.9859154929577465,142,20
422006,FFF,2013J,1499,3.853470437017995,389,69
422061,FFF,2013B,1753,4.3825,400,72
422070,BBB,2013B,202,2.1956521739130435,92,11
422087,FFF,2013B,4405,3.460329929300864,1273,127
422164,DDD,2013B,313,2.371212121212121,132,21
422223,BBB,2013J,28,1.8666666666666667,15,7
422250,FFF,2014B,96,2.0425531914893615,47,9
422276,DDD,2013J,316,1.9386503067484662,163,9
422280,FFF,2013B,1859,3.077814569536424,604,86
422340,FFF,2013B,3822,3.179700499168053,1202,55
422341,EEE,2014B,16,4.0,4,12
422343,CCC,2014J,721,3.794736842105263,190,68
422343,DDD,2014J,243,1.6758620689655173,145,8
422479,BBB,2013J,401,2.056410256410256,195,21
422530,FFF,2014B,1726,4.889518413597734,353,178
422534,DDD,2013J,751,3.3526785714285716,224,42
422542,CCC,2014J,497,2.9583333333333335,168,40
422626,FFF,2014B,3817,5.130376344086022,744,89
422670,CCC,2014J,4597,4.714871794871795,975,89
422697,CCC,2014J,510,3.1875,160,53
422697,FFF,2014B,6577,4.532736044107512,1451,89
422752,BBB,2013B,140,3.6842105263157894,38,19
422768,DDD,2013B,1355,2.641325536062378,513,27
423061,DDD,2013B,272,3.090909090909091,88,16
423093,GGG,2014J,1336,4.671328671328672,286,48
423147,DDD,2013J,523,2.225531914893617,235,13
423210,FFF,2014J,2694,5.044943820224719,534,105
423314,BBB,2013B,298,2.0839160839160837,143,10
423317,BBB,2013B,8,1.3333333333333333,6,3
423386,DDD,2013B,1569,2.6503378378378377,592,44
423398,BBB,2014J,2836,3.766268260292165,753,52
423399,BBB,2013J,349,1.7715736040609138,197,23
423488,FFF,2014J,2327,6.592067988668555,353,187
423601,FFF,2013B,2142,4.127167630057803,519,94
423607,CCC,2014J,1896,3.9254658385093166,483,84
423613,BBB,2014J,91,3.1379310344827585,29,16
423622,CCC,2014J,239,2.9146341463414633,82,51
423648,FFF,2014B,138,2.6037735849056602,53,16
423652,BBB,2014B,307,2.0065359477124183,153,15
423664,CCC,2014J,262,2.7291666666666665,96,30
423757,DDD,2013B,1083,2.7557251908396947,393,32
423781,FFF,2014J,2854,3.9749303621169916,718,82
423871,BBB,2013B,9301,5.566128067025733,1671,133
423876,DDD,2013B,644,2.6611570247933884,242,21
423876,DDD,2013J,179,3.2545454545454544,55,10
423879,CCC,2014B,4641,5.472877358490566,848,109
423947,EEE,2014J,2207,4.140712945590995,533,228
423985,FFF,2013B,506,5.163265306122449,98,103
424014,BBB,2013J,7,2.3333333333333335,3,4
424014,BBB,2014B,1084,3.1149425287356323,348,23
424069,FFF,2013J,18,2.0,9,6
424082,CCC,2014B,1272,3.4101876675603218,373,92
424112,CCC,2014B,787,3.1606425702811247,249,63
424171,FFF,2013J,3515,4.1696322657176745,843,122
424211,DDD,2014J,1433,1.9286675639300135,743,19
424220,BBB,2014J,797,3.480349344978166,229,45
424437,FFF,2013J,4007,3.571301247771836,1122,66
424539,BBB,2013J,230,2.1296296296296298,108,18
424544,FFF,2013B,2323,5.544152744630072,419,133
424577,AAA,2014J,2196,4.223076923076923,520,42
424637,BBB,2013J,173,3.2641509433962264,53,28
424863,BBB,2014B,64,2.1333333333333333,30,6
424880,DDD,2014B,1614,2.2893617021276595,705,21
424950,CCC,2014B,428,3.596638655462185,119,44
424978,EEE,2014B,1752,4.9352112676056334,355,94
424987,DDD,2013B,1212,2.148936170212766,564,26
425053,CCC,2014J,398,4.5227272727272725,88,51
425053,EEE,2014J,748,4.888888888888889,153,59
425136,DDD,2013B,111,2.176470588235294,51,10
425218,FFF,2013J,2538,6.266666666666667,405,111
425257,GGG,2014B,564,2.9528795811518322,191,19
425274,EEE,2013J,778,2.46984126984127,315,55
425287,CCC,2014B,413,3.251968503937008,127,72
425287,CCC,2014J,710,3.021276595744681,235,38
425314,BBB,2014J,12,3.0,4,7
425332,FFF,2014B,1326,4.929368029739777,269,67
425543,DDD,2013J,793,2.54983922829582,311,19
425714,EEE,2013J,460,3.7398373983739837,123,96
425747,BBB,2013B,31,3.4444444444444446,9,12
425748,FFF,2013B,1984,4.668235294117647,425,58
425755,FFF,2013B,917,3.653386454183267,251,34
425772,BBB,2014J,460,3.0463576158940397,151,41
425808,BBB,2013B,1556,2.3120356612184247,673,18
425817,BBB,2013B,366,3.05,120,18
425820,BBB,2013B,1450,2.983539094650206,486,17
425858,EEE,2014J,138,5.3076923076923075,26,18
425910,DDD,2014J,708,2.1389728096676737,331,16
425919,CCC,2014J,54,2.5714285714285716,21,7
425997,FFF,2013B,5422,6.126553672316384,885,173
426059,DDD,2013B,879,2.0489510489510487,429,20
426059,DDD,2013J,529,2.361607142857143,224,15
426074,FFF,2013B,2534,5.461206896551724,464,83
426094,DDD,2013B,160,1.6161616161616161,99,7
426137,DDD,2013B,276,2.4,115,17
426137,DDD,2014B,107,2.0980392156862746,51,8
426137,FFF,2013J,205,2.411764705882353,85,26
426297,DDD,2014B,1538,2.5590682196339434,601,21
426316,CCC,2014J,50,2.1739130434782608,23,4
426316,EEE,2014B,1489,5.793774319066148,257,91
426458,BBB,2013J,450,3.1468531468531467,143,24
426465,FFF,2013B,7744,5.246612466124661,1476,145
426547,GGG,2014B,758,2.828358208955224,268,16
426610,CCC,2014B,3132,7.457142857142857,420,99
426616,CCC,2014B,1367,3.92816091954023,348,90
426616,EEE,2014B,1637,3.7545871559633026,436,86
426624,BBB,2014J,1171,4.799180327868853,244,137
426650,BBB,2013B,551,3.4012345679012346,162,23
426701,DDD,2013B,30,2.3076923076923075,13,9
426736,GGG,2013J,170,2.5757575757575757,66,14
426768,FFF,2013J,1229,4.180272108843537,294,112
426838,BBB,2013B,1408,3.3846153846153846,416,34
426871,DDD,2013B,3842,3.172584640792733,1211,58
426887,DDD,2013J,2530,2.5074331020812686,1009,37
427248,DDD,2013J,317,2.4573643410852712,129,18
427256,FFF,2014J,4012,4.977667493796526,806,75
427321,GGG,2013J,332,4.048780487804878,82,30
427344,DDD,2013J,297,2.5384615384615383,117,14
427348,FFF,2013B,3169,3.8319226118500604,827,91
427390,CCC,2014J,1076,4.304,250,51
427413,CCC,2014J,2030,2.9462989840348333,689,47
427413,EEE,2013J,2360,3.722397476340694,634,69
427485,FFF,2014B,719,2.6928838951310863,267,34
427485,FFF,2014J,332,2.656,125,23
427536,BBB,2013B,764,2.1643059490084986,353,14
427683,BBB,2013J,127,2.152542372881356,59,13
427704,BBB,2013B,376,2.3354037267080745,161,12
427773,BBB,2013B,541,2.383259911894273,227,15
427802,FFF,2013J,3721,4.3117033603707995,863,200
427921,BBB,2013J,2720,3.9824304538799415,683,35
428068,FFF,2014B,93,4.043478260869565,23,47
428116,DDD,2014J,271,1.8066666666666666,150,10
428142,FFF,2013B,2757,4.534539473684211,608,88
428195,FFF,2013J,222,3.4153846153846152,65,16
428301,GGG,2013J,115,2.2115384615384617,52,6
428321,DDD,2013J,136,2.893617021276596,47,21
428323,BBB,2013J,809,2.365497076023392,342,23
428641,FFF,2013B,2710,4.640410958904109,584,106
428653,BBB,2013J,341,1.8839779005524862,181,14
428769,DDD,2014B,177,3.1052631578947367,57,19
428787,DDD,2014J,1704,2.4447632711621234,697,33
428932,FFF,2013B,3575,4.577464788732394,781,73
428979,FFF,2013B,1176,5.909547738693467,199,88
429004,GGG,2014J,721,2.773076923076923,260,34
429015,CCC,2014J,1318,5.336032388663968,247,103
429015,FFF,2014B,1544,3.415929203539823,452,87
429038,BBB,2013B,265,2.5,106,21
429065,CCC,2014B,834,2.989247311827957,279,37
429099,BBB,2014B,705,2.1107784431137726,334,17
429162,FFF,2013B,280,2.3728813559322033,118,21
429185,CCC,2014B,2452,3.3001345895020187,743,77
429212,DDD,2013J,1109,2.731527093596059,406,22
429417,BBB,2014B,745,1.9102564102564104,390,16
429494,BBB,2013B,151,3.2127659574468086,47,19
429610,BBB,2013J,2242,2.8854568854568856,777,19
429740,DDD,2014J,25,2.5,10,8
429777,BBB,2014B,38,1.6521739130434783,23,7
429832,FFF,2013J,1274,3.2253164556962024,395,38
429832,FFF,2014J,885,4.359605911330049,203,59
429833,DDD,2013B,585,2.4074074074074074,243,18
429854,DDD,2013J,616,3.802469135802469,162,24
429858,AAA,2014J,232,2.2745098039215685,102,14
429958,AAA,2013J,411,3.288,125,39
430002,BBB,2014B,50,3.125,16,9
430020,CCC,2014J,235,3.263888888888889,72,43
430055,DDD,2013B,2,1.0,2,1
430160,BBB,2013B,116,4.296296296296297,27,23
430279,DDD,2013B,690,2.387543252595156,289,21
430282,DDD,2014B,16,1.7777777777777777,9,6
430356,DDD,2013J,3058,3.21218487394958,952,33
430357,BBB,2013B,953,3.145214521452145,303,18
430392,BBB,2013J,391,2.875,136,26
430487,CCC,2014J,964,3.070063694267516,314,61
430516,DDD,2013B,29,2.4166666666666665,12,6
430516,FFF,2014B,751,3.9526315789473685,190,110
430530,BBB,2014J,446,3.328358208955224,134,36
430554,FFF,2013B,1056,3.373801916932907,313,47
430625,FFF,2014B,667,3.318407960199005,201,75
430678,DDD,2014B,469,1.817829457364341,258,8
430686,CCC,2014B,1198,2.4549180327868854,488,33
430708,BBB,2013J,524,2.096,250,12
430806,CCC,2014J,967,2.7393767705382435,353,66
430870,FFF,2013B,567,3.478527607361963,163,66
431005,DDD,2013B,342,2.1375,160,13
431005,DDD,2013J,296,1.8385093167701863,161,21
431014,CCC,2014B,1030,8.655462184873949,119,209
431014,EEE,2013J,1463,4.460365853658536,328,73
431025,AAA,2014J,300,2.857142857142857,105,16
431071,BBB,2013B,725,3.918918918918919,185,20
431071,BBB,2013J,1,1.0,1,1
431136,DDD,2014B,604,4.283687943262412,141,28
431136,DDD,2014J,585,4.5703125,128,26
431139,FFF,2014J,2339,4.0120068610634645,583,109
431251,FFF,2013B,3093,4.085865257595772,757,93
431268,FFF,2013B,1189,2.987437185929648,398,67
431386,CCC,2014B,204,3.5789473684210527,57,32
431386,EEE,2014B,28,3.5,8,18
431406,DDD,2014B,1308,2.2590673575129534,579,31
431987,FFF,2014B,10910,6.2271689497716896,1752,432
432004,BBB,2013B,58,2.1481481481481484,27,14
432144,BBB,2013J,1091,2.031657355679702,537,14
432222,FFF,2013B,4665,5.194877505567929,898,238
432232,BBB,2013B,250,1.8796992481203008,133,9
432237,BBB,2013J,186,2.4473684210526314,76,11
432278,CCC,2014B,542,3.097142857142857,175,146
432319,BBB,2013B,49,2.5789473684210527,19,7
432336,FFF,2013J,1505,4.616564417177914,326,93
432474,FFF,2013J,258,4.095238095238095,63,72
432478,CCC,2014J,322,2.8,115,26
432480,BBB,2014B,151,2.2205882352941178,68,13
432484,EEE,2014J,223,3.912280701754386,57,85
432532,FFF,2013B,4718,5.295173961840629,891,130
432592,FFF,2013J,5405,4.097801364670205,1319,534
432624,DDD,2013J,385,2.162921348314607,178,14
432642,DDD,2014J,1035,2.2115384615384617,468,26
432703,FFF,2013J,1281,4.041009463722397,317,89
432718,CCC,2014B,146,3.2444444444444445,45,27
432724,CCC,2014J,1728,3.085714285714286,560,64
432862,DDD,2013J,1551,2.555189456342669,607,29
432870,BBB,2013B,986,2.4527363184079602,402,15
432968,DDD,2013J,456,2.6511627906976742,172,22
433064,BBB,2014J,14,1.5555555555555556,9,3
433151,DDD,2013B,1277,2.554,500,34
433165,GGG,2013J,691,4.6066666666666665,150,35
433280,BBB,2013J,540,2.3175965665236054,233,15
433386,DDD,2013B,2152,2.5052386495925494,859,36
433508,CCC,2014J,59,1.84375,32,10
433508,DDD,2013J,370,1.907216494845361,194,8
433531,BBB,2013B,1060,2.289416846652268,463,17
433748,DDD,2013J,541,2.3119658119658117,234,13
433755,BBB,2013B,873,2.3852459016393444,366,22
433794,CCC,2014J,3977,3.563620071684588,1116,113
433864,BBB,2013J,755,2.175792507204611,347,13
433939,BBB,2013B,560,2.231075697211155,251,16
433939,BBB,2014J,240,1.9672131147540983,122,30
434002,DDD,2014B,1031,2.2510917030567685,458,32
434002,DDD,2014J,538,1.8943661971830985,284,19
434159,DDD,2013J,82,2.484848484848485,33,9
434192,BBB,2013B,612,3.0297029702970297,202,21
434298,FFF,2013B,447,3.7563025210084033,119,62
434347,EEE,2014J,2118,4.440251572327044,477,64
434353,BBB,2013B,758,2.216374269005848,342,17
434397,BBB,2013J,557,2.6778846153846154,208,19
434476,FFF,2013B,5375,5.300788954635109,1014,93
434476,FFF,2014J,15829,5.704144144144144,2775,122
434478,GGG,2013J,47,3.357142857142857,14,14
434503,EEE,2014J,553,3.8943661971830985,142,71
434562,CCC,2014B,1654,2.532924961715161,653,54
434562,EEE,2013J,2946,3.2660753880266076,902,69
434573,EEE,2013J,6,1.5,4,2
434585,BBB,2013J,757,2.144475920679887,353,19
434617,FFF,2013J,542,3.3251533742331287,163,70
434646,BBB,2013B,1734,2.1223990208078334,817,18
434759,EEE,2013J,1822,3.463878326996198,526,60
